Month,Year,Waist,Hips,Height,Weight,BMI,Waist/Hip
June,1963,23.0,34.0,66.0,115.0,18.56,0.68
July,1963,24.0,36.0,65.0,123.0,20.47,0.67
August,1963,22.0,35.0,61.0,115.0,21.73,0.63
September,1963,22.0,35.0,63.0,110.0,19.48,0.63
October,1963,26.0,37.0,72.0,150.0,20.34,0.7
November,1963,21.0,35.0,66.0,120.0,19.37,0.6
December,1963,22.0,37.0,64.0,118.0,20.25,0.59
January,1964,22.0,35.0,62.0,109.0,19.93,0.63
February,1964,21.0,36.0,66.0,105.0,16.95,0.58
March,1964,25.0,34.0,66.0,120.0,19.37,0.74
April,1964,24.0,36.0,65.0,118.0,19.63,0.67
May,1964,23.0,36.0,65.0,117.0,19.47,0.64
June,1964,23.0,34.0,62.5,110.0,19.8,0.68
July,1964,22.0,35.0,62.0,110.0,20.12,0.63
August,1964,22.0,35.0,64.0,112.0,19.22,0.63
September,1964,23.0,36.0,67.0,120.0,18.79,0.64
October,1964,25.0,38.0,66.0,145.0,23.4,0.66
November,1964,23.0,35.0,63.0,117.0,20.72,0.66
December,1964,24.0,36.0,64.0,112.0,19.22,0.67
January,1965,22.0,34.0,65.0,110.0,18.3,0.65
February,1965,23.0,36.0,65.0,115.0,19.13,0.64
March,1965,23.0,36.0,68.5,130.0,19.48,0.64
April,1965,20.0,34.0,59.0,98.0,19.79,0.59
May,1965,22.0,36.0,63.0,105.0,18.6,0.61
June,1965,22.0,35.0,65.5,120.0,19.66,0.63
July,1965,23.0,35.0,65.0,120.0,19.97,0.66
August,1965,22.0,36.0,66.0,115.0,18.56,0.61
September,1965,19.0,34.0,65.0,113.0,18.8,0.56
October,1965,24.0,36.0,66.0,117.0,18.88,0.67
November,1965,22.0,35.0,67.0,118.0,18.48,0.63
December,1965,23.0,36.0,68.0,115.0,17.48,0.64
January,1966,22.0,34.0,63.0,100.0,17.71,0.65
February,1966,23.0,36.0,64.0,119.0,20.42,0.64
March,1966,19.0,35.0,62.0,105.0,19.2,0.54
April,1966,22.0,35.5,59.0,98.0,19.79,0.62
May,1966,24.0,37.0,64.5,120.0,20.28,0.65
June,1966,22.0,33.5,60.0,100.0,19.53,0.66
July,1966,23.0,34.0,65.0,108.0,17.97,0.68
August,1966,25.0,34.69870759289176,67.0,123.0,19.26,0.6779159935379645
September,1966,24.0,36.5,67.0,130.0,20.36,0.66
October,1966,24.0,36.0,65.0,125.0,20.8,0.67
November,1966,23.0,35.0,68.0,132.0,20.07,0.66
December,1966,22.0,35.0,63.0,105.0,18.6,0.63
January,1967,22.0,34.0,62.0,100.0,18.29,0.65
February,1967,20.0,34.0,64.0,108.0,18.54,0.59
March,1967,24.0,36.0,62.0,110.0,20.12,0.67
April,1967,23.0,34.0,60.0,100.0,19.53,0.68
May,1967,23.0,35.0,64.0,108.0,18.54,0.66
June,1967,24.5,36.0,66.0,128.0,20.66,0.68
July,1967,20.0,35.0,66.0,116.0,18.72,0.57
August,1967,21.0,33.0,62.0,98.0,17.92,0.64
September,1967,21.0,35.0,65.0,109.0,18.14,0.6
October,1967,25.0,35.0,70.0,135.0,19.37,0.71
November,1967,23.0,34.0,66.0,115.0,18.56,0.68
December,1967,23.0,34.0,60.0,100.0,19.53,0.68
January,1968,23.0,36.0,65.0,118.0,19.63,0.64
February,1968,22.0,35.0,67.0,115.0,18.01,0.63
March,1968,23.0,35.0,64.5,110.0,18.59,0.66
April,1968,24.0,35.0,66.0,118.0,19.04,0.69
May,1968,21.0,35.0,62.0,93.0,17.01,0.6
June,1968,21.5,34.0,64.0,108.0,18.54,0.63
July,1968,23.0,34.0,65.0,100.0,16.64,0.68
August,1968,22.0,35.0,64.0,110.0,18.88,0.63
September,1968,24.0,35.0,64.0,122.0,20.94,0.69
October,1968,22.0,34.0,65.0,108.0,17.97,0.65
November,1968,24.0,36.0,65.0,118.0,19.63,0.67
December,1968,24.0,36.0,63.0,119.0,21.08,0.67
January,1969,24.0,37.0,67.0,130.0,20.36,0.65
February,1969,21.0,36.0,66.0,118.0,19.04,0.58
March,1969,24.0,34.0,64.5,120.0,20.28,0.71
April,1969,23.0,34.0,64.0,105.0,18.02,0.68
May,1969,24.0,35.0,64.0,110.0,18.88,0.69
June,1969,24.0,34.0,63.0,110.0,19.48,0.71
July,1969,24.0,34.0,62.0,105.0,19.2,0.71
August,1969,24.5,36.0,63.0,112.0,19.84,0.68
September,1969,23.0,34.5,63.0,110.0,19.48,0.67
October,1969,23.0,36.0,64.0,117.0,20.08,0.64
November,1969,23.0,36.0,66.0,115.0,18.56,0.64
December,1969,23.0,34.0,62.0,105.0,19.2,0.68
January,1970,24.0,36.0,64.0,120.0,20.6,0.67
February,1970,23.0,35.0,63.0,115.0,20.37,0.66
March,1970,24.0,35.0,67.0,120.0,18.79,0.69
April,1970,24.0,35.0,66.0,118.0,19.04,0.69
May,1970,22.0,34.0,64.5,105.0,17.74,0.65
June,1970,24.0,35.0,65.0,110.0,18.3,0.69
July,1970,25.0,36.0,66.0,120.0,19.37,0.69
August,1970,24.0,36.0,66.0,115.0,18.56,0.67
September,1970,24.0,36.0,65.5,118.0,19.34,0.67
October,1970,25.0,36.0,65.5,114.0,18.68,0.69
November,1970,26.0,37.0,69.0,140.0,20.67,0.7
December,1970,24.5,35.0,65.0,118.0,19.63,0.7
January,1971,22.5,34.0,67.5,108.0,16.66,0.66
February,1971,23.0,34.0,64.0,108.0,18.54,0.68
March,1971,25.0,36.0,63.0,120.0,21.25,0.69
April,1971,24.0,35.5,67.5,126.0,19.44,0.68
May,1971,23.0,35.5,68.0,123.0,18.7,0.65
June,1971,23.0,35.5,65.5,117.0,19.17,0.65
July,1971,23.0,33.5,64.0,103.0,17.68,0.69
August,1971,23.0,35.0,65.5,110.0,18.02,0.66
September,1971,22.0,35.0,67.0,118.0,18.48,0.63
October,1971,24.0,36.0,71.0,133.0,18.55,0.67
November,1971,25.0,34.0,64.5,120.0,20.28,0.74
December,1971,24.0,36.0,65.0,120.0,19.97,0.67
January,1972,24.0,35.0,68.0,119.0,18.09,0.69
February,1972,25.0,36.0,64.5,121.0,20.45,0.69
March,1972,23.5,35.0,63.0,107.0,18.95,0.67
April,1972,22.0,34.0,68.0,115.0,17.48,0.65
May,1972,22.0,35.0,67.0,110.0,17.23,0.63
June,1972,24.0,36.0,67.0,122.0,19.11,0.67
July,1972,25.0,35.0,66.0,117.0,18.88,0.71
August,1972,23.0,34.5,62.0,105.0,19.2,0.67
September,1972,25.0,39.0,73.0,140.0,18.47,0.64
October,1972,22.0,37.0,68.0,125.0,19.0,0.59
November,1972,26.0,36.0,66.0,110.0,17.75,0.72
December,1972,23.0,36.0,64.0,115.0,19.74,0.64
January,1973,22.0,36.0,64.0,108.0,18.54,0.61
February,1973,22.0,34.0,65.0,103.0,17.14,0.65
March,1973,23.0,36.0,65.5,113.0,18.52,0.64
April,1973,24.0,35.0,68.0,125.0,19.0,0.69
May,1973,23.0,35.0,64.0,105.0,18.02,0.66
June,1973,23.0,35.0,62.0,103.0,18.84,0.66
July,1973,23.0,35.0,66.0,110.0,17.75,0.66
August,1973,23.0,35.0,67.0,120.0,18.79,0.66
September,1973,24.0,36.0,68.0,125.0,19.0,0.67
October,1973,24.0,36.0,67.0,125.0,19.58,0.67
November,1973,24.5,36.0,62.5,108.0,19.44,0.68
December,1973,23.0,36.5,68.0,125.0,19.0,0.63
January,1974,23.0,35.0,68.0,118.0,17.94,0.66
February,1974,24.0,34.0,65.0,110.0,18.3,0.71
March,1974,24.0,36.0,63.0,112.0,19.84,0.67
April,1974,25.0,36.0,68.5,125.0,18.73,0.69
May,1974,24.0,36.0,67.0,130.0,20.36,0.67
June,1974,24.0,34.0,66.0,114.0,18.4,0.71
July,1974,22.0,35.0,66.0,115.0,18.56,0.63
August,1974,24.0,34.69870759289176,67.0,122.0,19.11,0.6779159935379645
September,1974,23.0,35.0,65.5,112.0,18.35,0.66
October,1974,24.0,36.0,67.5,123.0,18.98,0.67
November,1974,24.0,35.0,69.5,120.0,17.46,0.69
December,1974,26.0,37.5,70.0,143.0,20.52,0.69
January,1975,22.0,35.0,67.0,120.0,18.79,0.63
February,1975,24.0,36.0,65.0,110.0,18.3,0.67
March,1975,24.0,36.0,66.5,116.0,18.44,0.67
April,1975,23.0,35.0,66.0,115.0,18.56,0.66
May,1975,23.0,34.0,66.0,105.0,16.95,0.68
June,1975,23.0,36.5,66.0,119.0,19.21,0.63
July,1975,22.5,35.0,63.0,108.0,19.13,0.64
August,1975,24.0,35.0,68.0,125.0,19.0,0.69
September,1975,24.0,34.0,64.5,110.0,18.59,0.71
October,1975,23.0,34.0,67.0,103.0,16.13,0.68
November,1975,24.0,36.0,66.0,125.0,20.17,0.67
December,1975,24.0,35.0,66.0,110.0,17.75,0.69
January,1976,25.0,36.0,67.0,127.0,19.89,0.69
February,1976,25.0,37.0,65.0,120.0,19.97,0.68
March,1976,25.0,35.0,65.5,110.0,18.02,0.71
April,1976,25.0,36.0,65.5,120.0,19.66,0.69
May,1976,24.0,37.0,68.0,125.0,19.0,0.65
June,1976,24.0,34.0,66.0,118.0,19.04,0.71
July,1976,22.0,34.5,64.5,102.0,17.24,0.64
August,1976,24.0,35.0,66.0,100.0,16.14,0.69
September,1976,23.0,34.0,63.0,105.0,18.6,0.68
October,1976,25.0,36.0,68.0,120.0,18.24,0.69
November,1976,23.0,35.0,65.0,115.0,19.13,0.66
December,1976,23.0,35.0,68.0,118.0,17.94,0.66
January,1977,24.0,37.0,68.0,135.0,20.52,0.65
February,1977,23.43317230273752,34.69870759289176,66.05725806451613,114.93606557377048,18.232168284789644,0.6779159935379645
March,1977,23.0,35.0,65.0,112.0,18.64,0.66
April,1977,24.0,35.0,68.0,120.0,18.24,0.69
May,1977,25.0,36.0,68.0,130.0,19.76,0.69
June,1977,22.0,32.0,62.5,105.0,18.9,0.69
July,1977,24.0,35.0,66.0,110.0,17.75,0.69
August,1977,23.0,32.0,66.0,112.0,18.08,0.72
September,1977,24.0,36.0,64.0,114.0,19.57,0.67
October,1977,24.5,34.0,66.0,119.0,19.21,0.72
November,1977,23.0,36.0,70.0,125.0,17.93,0.64
December,1977,24.0,35.0,68.0,120.0,18.24,0.69
January,1978,24.0,35.0,68.0,120.0,18.24,0.69
February,1978,24.0,35.0,64.0,110.0,18.88,0.69
March,1978,24.0,35.0,66.0,110.0,17.75,0.69
April,1978,24.0,35.0,65.0,115.0,19.13,0.69
May,1978,23.0,34.0,67.0,110.0,17.23,0.68
June,1978,22.0,34.0,61.0,103.0,19.46,0.65
July,1978,22.0,32.0,66.0,95.0,15.33,0.69
August,1978,24.0,36.0,67.0,117.0,18.32,0.67
September,1978,23.0,34.0,62.0,101.0,18.47,0.68
October,1978,23.0,35.0,68.0,117.0,17.79,0.66
November,1978,26.0,36.0,67.0,117.0,18.32,0.72
December,1978,24.0,36.0,67.5,118.0,18.21,0.67
January,1979,24.0,34.0,67.0,110.0,17.23,0.71
February,1979,23.0,35.0,64.0,107.0,18.36,0.66
March,1979,24.0,33.0,63.0,104.0,18.42,0.73
April,1979,22.0,32.0,64.0,95.0,16.3,0.69
May,1979,24.0,34.0,65.0,108.0,17.97,0.71
June,1979,23.0,34.0,64.5,110.0,18.59,0.68
July,1979,24.5,34.0,67.0,118.0,18.48,0.72
August,1979,24.0,36.0,69.0,123.0,18.16,0.67
September,1979,22.0,34.0,67.0,105.0,16.44,0.65
October,1979,23.0,33.0,66.0,103.0,16.62,0.7
November,1979,23.0,34.0,67.0,110.0,17.23,0.68
December,1979,23.0,34.0,67.0,110.0,17.23,0.68
January,1980,24.0,36.0,68.0,115.0,17.48,0.67
February,1980,25.0,35.5,65.5,118.0,19.34,0.7
March,1980,25.0,36.0,68.5,125.0,18.73,0.69
April,1980,24.0,33.5,65.0,110.0,18.3,0.72
May,1980,24.0,35.0,69.0,130.0,19.2,0.69
June,1980,26.0,35.0,62.0,105.0,19.2,0.74
July,1980,22.0,34.0,67.0,104.0,16.29,0.65
August,1980,25.0,35.0,68.0,119.0,18.09,0.71
September,1980,22.0,34.0,67.0,115.0,18.01,0.65
October,1980,24.0,35.0,66.0,105.0,16.95,0.69
November,1980,23.0,33.0,67.0,105.0,16.44,0.7
December,1980,24.0,36.0,69.0,120.0,17.72,0.67
January,1981,26.0,37.0,65.0,123.0,20.47,0.7
February,1981,23.0,34.0,68.0,120.0,18.24,0.68
March,1981,24.0,36.0,68.0,124.0,18.85,0.67
April,1981,22.0,34.0,63.0,103.0,18.24,0.65
May,1981,24.0,36.0,65.0,105.0,17.47,0.67
June,1981,26.0,37.0,68.0,127.0,19.31,0.7
July,1981,24.0,34.0,67.5,120.0,18.52,0.71
August,1981,23.0,34.0,64.0,107.0,18.36,0.68
September,1981,24.0,36.0,68.0,120.0,18.24,0.67
October,1981,24.0,36.0,67.0,119.0,18.64,0.67
November,1981,25.0,36.0,70.0,128.0,18.36,0.69
December,1981,25.0,36.0,63.0,115.0,20.37,0.69
January,1982,22.0,34.0,63.0,101.0,17.89,0.65
February,1982,23.0,34.0,68.0,112.0,17.03,0.68
March,1982,23.0,33.0,66.0,106.0,17.11,0.7
April,1982,23.0,34.0,60.5,98.0,18.82,0.68
May,1982,20.0,34.0,65.0,105.0,17.47,0.59
June,1982,22.0,33.0,63.0,102.0,18.07,0.67
July,1982,22.0,36.0,66.0,115.0,18.56,0.61
August,1982,22.0,34.0,64.0,102.0,17.51,0.65
September,1982,22.0,35.0,67.0,115.0,18.01,0.63
October,1982,21.0,32.0,68.0,105.0,15.96,0.66
November,1982,24.0,34.0,69.0,125.0,18.46,0.71
December,1982,23.0,34.0,69.0,116.0,17.13,0.68
January,1983,22.0,35.0,67.0,118.0,18.48,0.63
February,1983,23.0,34.0,64.0,101.0,17.33,0.68
March,1983,22.0,32.0,62.0,103.0,18.84,0.69
April,1983,22.0,33.0,64.0,105.0,18.02,0.67
May,1983,23.0,34.0,65.0,108.0,17.97,0.68
June,1983,24.0,37.0,68.0,126.0,19.16,0.65
July,1983,22.0,34.0,65.0,108.0,17.97,0.65
August,1983,24.0,34.0,63.0,100.0,17.71,0.71
September,1983,23.0,34.0,65.0,105.0,17.47,0.68
October,1983,24.0,35.0,68.0,118.0,17.94,0.69
November,1983,22.0,34.0,68.0,112.0,17.03,0.65
December,1983,23.0,33.0,66.0,100.0,16.14,0.7
January,1984,22.0,34.0,68.0,115.0,17.48,0.65
February,1984,25.0,35.0,69.0,120.0,17.72,0.71
March,1984,24.0,35.0,67.0,118.0,18.48,0.69
April,1984,22.0,32.0,65.0,108.0,17.97,0.69
May,1984,23.0,32.0,65.0,107.0,17.8,0.72
June,1984,22.0,34.0,67.0,110.0,17.23,0.65
July,1984,23.0,34.0,67.0,116.0,18.17,0.68
August,1984,24.0,36.0,68.5,115.0,17.23,0.67
September,1984,25.0,35.0,63.0,105.0,18.6,0.71
October,1984,21.0,34.0,65.0,102.0,16.97,0.62
November,1984,25.0,36.0,68.0,125.0,19.0,0.69
December,1984,23.0,35.0,67.0,118.0,18.48,0.66
January,1985,24.0,35.0,68.0,118.0,17.94,0.69
February,1985,23.0,34.0,69.0,117.0,17.28,0.68
March,1985,24.0,35.0,67.0,105.0,16.44,0.69
April,1985,23.0,34.0,67.0,114.0,17.85,0.68
May,1985,24.0,35.0,69.0,122.0,18.01,0.69
June,1985,22.0,34.0,67.0,110.0,17.23,0.65
July,1985,22.0,32.0,67.0,112.0,17.54,0.69
August,1985,24.0,35.0,67.0,123.0,19.26,0.69
September,1985,24.0,34.0,65.0,105.0,17.47,0.71
October,1985,25.0,36.0,68.5,125.0,18.73,0.69
November,1985,23.43317230273752,34.69870759289176,65.0,110.0,18.3,0.6779159935379645
December,1985,23.5,35.0,67.0,118.0,18.48,0.67
January,1986,22.0,34.0,65.0,104.0,17.3,0.65
February,1986,24.0,35.0,67.0,115.0,18.01,0.69
March,1986,23.0,35.0,66.0,118.0,19.04,0.66
April,1986,21.0,34.0,67.0,108.0,16.91,0.62
May,1986,24.0,34.0,66.0,107.0,17.27,0.71
June,1986,24.0,34.0,65.0,105.0,17.47,0.71
July,1986,24.0,35.0,66.5,110.0,17.49,0.69
August,1986,24.0,34.0,67.0,114.0,17.85,0.71
September,1986,23.0,32.0,67.0,110.0,17.23,0.72
October,1986,23.0,34.0,66.0,107.0,17.27,0.68
November,1986,23.0,35.0,70.0,127.0,18.22,0.66
December,1986,21.0,33.0,67.0,103.0,16.13,0.64
January,1987,23.0,34.0,65.0,105.0,17.47,0.68
February,1987,24.0,36.0,68.0,130.0,19.76,0.67
March,1987,23.0,35.0,67.0,114.93606557377048,18.232168284789644,0.66
April,1987,23.0,34.0,61.0,98.0,18.51,0.68
May,1987,24.0,35.0,68.0,120.0,18.24,0.69
June,1987,21.0,33.0,67.0,107.0,16.76,0.64
July,1987,23.0,35.0,67.0,115.0,18.01,0.66
August,1987,22.0,34.0,62.0,100.0,18.29,0.65
September,1987,24.0,36.0,67.0,118.0,18.48,0.67
October,1987,24.0,35.0,65.0,105.0,17.47,0.69
November,1987,23.0,33.5,65.0,105.0,17.47,0.69
December,1987,24.0,34.0,71.0,127.0,17.71,0.71
January,1988,24.0,36.0,69.0,122.0,18.01,0.67
February,1988,22.0,33.0,65.0,101.0,16.81,0.67
March,1988,25.0,35.0,68.0,117.0,17.79,0.71
April,1988,25.0,35.0,68.0,125.0,19.0,0.71
May,1988,24.0,35.0,67.0,118.0,18.48,0.69
June,1988,24.0,35.0,67.0,110.0,17.23,0.69
July,1988,22.0,32.0,66.5,109.0,17.33,0.69
August,1988,24.0,33.5,66.0,114.93606557377048,18.232168284789644,0.72
September,1988,24.5,34.0,63.0,105.0,18.6,0.72
October,1988,21.0,32.0,63.0,94.0,16.65,0.66
November,1988,24.0,35.0,68.5,123.0,18.43,0.69
December,1988,24.0,35.0,66.0,115.0,18.56,0.69
January,1989,24.0,35.0,70.0,122.0,17.5,0.69
February,1989,24.0,35.0,65.5,117.0,19.17,0.69
March,1989,24.5,36.0,70.0,125.0,17.93,0.68
April,1989,24.0,34.0,67.0,117.0,18.32,0.71
May,1989,23.0,35.0,67.0,114.0,17.85,0.66
June,1989,24.0,34.0,69.0,120.0,17.72,0.71
July,1989,24.0,32.0,65.0,108.0,17.97,0.75
August,1989,24.0,34.0,67.0,110.0,17.23,0.71
September,1989,23.0,34.0,64.5,103.0,17.4,0.68
October,1989,21.0,32.0,64.0,105.0,18.02,0.66
November,1989,23.0,32.0,66.0,112.0,18.08,0.72
December,1989,24.0,35.0,68.0,120.0,18.24,0.69
January,1990,23.0,35.0,67.0,115.0,18.01,0.66
February,1990,22.0,34.0,67.0,105.0,16.44,0.65
March,1990,23.0,34.0,66.0,110.0,17.75,0.68
April,1990,24.0,36.0,69.0,120.0,17.72,0.67
May,1990,24.0,36.0,68.0,125.0,19.0,0.67
June,1990,24.0,35.0,68.5,128.0,19.18,0.69
July,1990,24.0,34.0,64.0,113.0,19.39,0.71
August,1990,24.0,35.0,66.0,113.0,18.24,0.69
September,1990,22.0,33.0,65.5,110.0,18.02,0.67
October,1990,24.0,34.0,66.0,120.0,19.37,0.71
